label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
tree,3358,778,205,179,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,3816,752,216,247,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,1265,973,205,121,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,282,363,184,210,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,2301,26,252,158,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,2575,1993,184,174,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,3348,2198,184,273,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,1549,2545,300,347,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,1822,2025,216,163,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,760,2640,153,195,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,576,1089,263,205,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,502,657,216,231,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,2664,831,247,237,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,3306,2719,268,216,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,34,2303,216,258,"Aerial_shot_of_the_Khaura_River_and_the_tree_canopy,_Bardiya_National_Park.jpg",4032,3024
tree,395,641,150,115,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,570,366,98,108,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1153,551,163,115,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1494,503,148,153,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,810,786,160,178,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,950,366,193,180,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1151,1074,100,140,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1419,954,173,140,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,109,1037,150,140,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,122,533,78,65,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,182,714,140,163,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,232,433,113,108,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,272,173,160,113,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1241,95,160,100,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1299,238,188,95,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,780,113,88,123,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1148,826,108,150,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,592,1027,70,90,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,520,1137,83,95,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,357,1235,75,108,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,500,85,118,123,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1584,78,108,105,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,723,1017,118,128,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1554,1277,185,163,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1046,255,113,90,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1577,235,83,148,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,585,746,68,100,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,580,513,110,80,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1764,546,115,110,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,570,243,130,73,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,778,406,125,133,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1031,123,115,65,Aerial_view_of_a_forest_(Unsplash).jpg,1920,1440
tree,1072,1889,537,501,Drone_Forest_(Unsplash).jpg,4000,3000
tree,535,1330,407,355,Drone_Forest_(Unsplash).jpg,4000,3000
tree,1265,783,287,318,Drone_Forest_(Unsplash).jpg,4000,3000
tree,1818,783,282,256,Drone_Forest_(Unsplash).jpg,4000,3000
tree,1657,1299,287,287,Drone_Forest_(Unsplash).jpg,4000,3000
tree,2105,1633,329,334,Drone_Forest_(Unsplash).jpg,4000,3000
tree,1792,2061,287,282,Drone_Forest_(Unsplash).jpg,4000,3000
tree,2445,2191,397,381,Drone_Forest_(Unsplash).jpg,4000,3000
tree,2408,819,292,266,Drone_Forest_(Unsplash).jpg,4000,3000
tree,1980,1122,318,240,Drone_Forest_(Unsplash).jpg,4000,3000
tree,2142,517,297,250,Drone_Forest_(Unsplash).jpg,4000,3000
tree,1281,365,365,297,Drone_Forest_(Unsplash).jpg,4000,3000
tree,478,334,308,303,Drone_Forest_(Unsplash).jpg,4000,3000
tree,342,730,480,323,Drone_Forest_(Unsplash).jpg,4000,3000
tree,728,2035,250,271,Drone_Forest_(Unsplash).jpg,4000,3000
tree,1751,2557,329,339,Drone_Forest_(Unsplash).jpg,4000,3000
tree,2418,47,256,277,Drone_Forest_(Unsplash).jpg,4000,3000
tree,1813,21,292,235,Drone_Forest_(Unsplash).jpg,4000,3000
tree,765,10,297,282,Drone_Forest_(Unsplash).jpg,4000,3000
tree,2966,663,157,245,Drone_Forest_(Unsplash).jpg,4000,3000
tree,3806,350,157,391,Drone_Forest_(Unsplash).jpg,4000,3000
tree,50,1878,323,266,Drone_Forest_(Unsplash).jpg,4000,3000
tree,2585,423,245,240,Drone_Forest_(Unsplash).jpg,4000,3000
tree,911,819,214,256,Drone_Forest_(Unsplash).jpg,4000,3000
tree,144,344,292,188,Drone_Forest_(Unsplash).jpg,4000,3000
tree,29,970,198,209,Drone_Forest_(Unsplash).jpg,4000,3000
tree,3509,997,323,303,Drone_Forest_(Unsplash).jpg,4000,3000
tree,3681,2170,261,496,Drone_Forest_(Unsplash).jpg,4000,3000
tree,1427,1383,198,235,Drone_Forest_(Unsplash).jpg,4000,3000
tree,896,628,19,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,996,621,12,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1074,626,11,12,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1028,664,15,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,971,655,6,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,917,669,19,12,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,870,658,9,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,851,600,6,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,867,603,8,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,888,602,10,12,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,929,571,6,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,837,579,8,12,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,938,728,7,7,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1073,747,7,12,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1114,743,6,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1147,705,10,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1144,668,13,14,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1137,636,12,17,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1117,635,6,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1124,606,8,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1141,596,6,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1153,572,9,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1078,551,9,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1129,463,6,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1126,500,7,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1147,499,7,7,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1130,527,8,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1150,528,10,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1175,519,6,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1182,505,7,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1204,506,7,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1194,547,5,7,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1193,577,13,12,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1022,560,8,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1043,538,8,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1031,492,0,1,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,812,586,3,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,785,607,11,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,823,635,10,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,818,649,8,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,838,662,9,14,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,887,705,4,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,795,652,3,7,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,772,651,3,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,769,620,3,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,772,570,10,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,801,554,3,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,833,540,5,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,802,533,2,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,480,538,23,26,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,531,580,6,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,532,607,14,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,596,614,3,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,614,592,4,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,576,572,10,16,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,631,555,8,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,658,567,5,16,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,656,614,5,14,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,683,607,4,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,702,561,3,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,722,592,5,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,724,550,3,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,738,514,3,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,687,504,4,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,620,462,4,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,587,455,0,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,554,429,1,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,573,421,14,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,627,438,4,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,659,441,6,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,683,446,6,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,715,454,10,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,743,462,10,14,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,780,467,4,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,807,458,5,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,855,467,4,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,880,464,6,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,905,469,6,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,924,472,9,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,962,478,4,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1011,468,3,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,924,507,6,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,977,524,8,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,959,543,4,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,875,513,4,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,856,497,1,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,793,490,1,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,762,492,1,18,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,726,497,1,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,661,492,3,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,635,495,6,26,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,605,512,1,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,557,498,0,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,541,490,0,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,517,487,0,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,490,487,4,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,460,503,0,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,455,532,0,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,480,592,9,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,504,614,6,24,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,460,634,3,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,632,638,3,0,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,689,640,6,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,717,619,5,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,719,658,6,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,733,617,5,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,752,619,6,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,747,582,0,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,758,543,4,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,777,527,1,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,619,537,0,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,655,538,4,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,678,532,4,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,702,532,1,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,717,533,5,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,586,479,0,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,542,472,1,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,536,441,3,0,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,518,465,1,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,494,475,0,1,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,671,474,5,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,998,580,1,1,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,948,592,0,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,953,626,6,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,963,678,8,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,992,688,6,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1035,699,3,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,996,718,5,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1054,704,3,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1066,680,3,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1080,662,5,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1011,581,9,16,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1036,607,3,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1043,595,16,0,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1084,578,10,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1050,562,4,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1069,516,1,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1031,509,5,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1044,485,0,1,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1058,477,1,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1300,540,3,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1315,567,0,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1327,552,4,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1337,531,6,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1356,534,1,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1376,538,4,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1402,527,5,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1426,518,5,14,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1456,517,1,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1386,503,5,1,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1324,498,1,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1303,506,3,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1287,524,4,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1302,592,3,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1319,594,1,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1351,587,1,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1366,576,5,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1393,577,3,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
